RFmax_5920012,RHmax_KB48615,RHmax_GK48617,SFmax_5721442,WLmax_5721442,RHmin_GK48617,WLmax_6019411,TXmin_GK48617,SFmax_6019411,RFmax_6121067,Cases
0,0.1625,0.470588235,0.008796941,0.085286458,0.575539568,0.31409396,0.783018868,0.060054164,0.017619421,Low
0,0.4375,0.550420168,0.007344285,0.076171875,0.856115108,0.22147651,0.858490566,0.060054164,0.017619421,Low
0,0.441666667,0.638655462,0.016405837,0.124348958,0.395683453,0.516778523,0.443396226,0.060054164,0.017619421,Low
0,0.475,0.861344538,0.018711726,0.13671875,0.431654676,0.495302013,0.41509434,0.060054164,0.017619421,Low
0,0.416666667,0.714285714,0.011630701,0.102050781,0.611510791,0.390604027,0.849056604,0.060054164,0.017619421,Low
0,0.216666667,0.508403361,0.01339252,0.112630208,0.507194245,0.943624161,0.877358491,0.060054164,0.017619421,Low
0,0.3875,0.693277311,0.042105434,0.213541667,0.420863309,0.983892617,0.849056604,0.060054164,0.017619421,Low
0,0.533333333,0.31092437,0.009957986,0.093098958,0.5,0.605369128,0.79245283,0.060054164,0.017619421,Low
0,0.570833333,0.336134454,0.010146994,0.094401042,0.503597122,1,0.622641509,0.060054164,0.017619421,Low
0,0.5,0.43697479,0.0180421,0.131510417,0.323741007,0.730201342,0.669811321,0.060054164,0.017619421,Low
