WLmean_5721442,RHmean_GK48617,SFmean_5721442,RFmean_5920012,TXmean_GK48617,SFmean_6019411,RFmean_6121001,TNmean_KB48615,TMmean_GK48617,RHmean_KB48615,Cases
0.144720284,0.393662401,0.021739336,0,0.605263158,0.067482472,0,0.612903226,0.148241206,0.414996768,Low
0.073446974,0.484460694,0.007589004,0,0.662828947,0.067482472,0,0.552995392,0.283919598,0.39948287,Low
0.096098845,0.57952468,0.011770508,0,0.682565789,0.067482472,0,0.626728111,0.33919598,0.416289593,Low
0.142203409,0.468007313,0.022216008,0,0.741776316,0.067482472,0,0.670506912,0.324120603,0.331609567,Low
0.082141631,0.514320536,0.008970647,0,0.796052632,0.067482472,0,0.647465438,0.298994975,0.321266968,Low
0.083857682,0.546008531,0.00913937,0,0.672697368,0.067482472,0,0.608294931,0.414572864,0.221719457,Low
0.117949891,0.575258988,0.015614565,0,0.485197368,0.067482472,0,0.677419355,0.379396985,0.343891403,Low
0.122869237,0.91102986,0.017063461,0,0.815789474,0.067482472,0,0.656682028,0.329145729,0.516483516,Low
0.123670061,0.472273004,0.016603307,0,0.819078947,0.067482472,0,0.601382488,0.391959799,0.457659987,Low
0.134824391,0.434491164,0.018833875,0,0.824013158,0.067482472,0,0.587557604,0.422110553,0.363930187,Low
0.152614117,0.622790981,0.026226429,0,0.761513158,0.067482472,0,0.615207373,0.246231156,0.250808016,Low
0.088319414,0.404021938,0.009980626,0,0.636513158,0.067482472,0,0.580645161,0.432160804,0.435681965,Low
0.079853564,0.385740402,0.008893955,0,0.700657895,0.067482472,0,0.599078341,0.43718593,0.534583064,Low
0.10708157,0.459475929,0.014227024,0,0.648026316,0.067482472,0,0.718894009,0.444723618,0.612798966,Low
